VisitYear,VisitMonth,VisitMode,Rating,AttractionType,Country,Region,Continent
2019,4,3,3,16,7,1,3
2019,3,1,3,16,94,17,2
2019,2,3,4,16,145,12,1
2019,2,2,4,16,7,1,3
2018,12,1,3,16,12,16,2
2018,12,1,5,16,62,17,2
2019,1,1,4,16,144,21,4
2018,8,3,5,16,144,21,4
2018,10,3,3,16,144,21,4
2018,12,3,2,16,7,1,3
2018,11,1,2,16,62,17,2
2018,12,2,2,16,69,8,2
2018,11,1,5,16,145,12,1
2018,11,2,1,16,38,6,4
2018,10,3,3,16,7,1,3
2018,8,2,2,16,144,21,4
2018,10,2,5,16,122,17,2
2018,10,1,5,16,124,6,4
2018,10,3,2,16,151,7,0
2018,5,2,5,16,122,17,2
2018,10,1,1,16,7,1,3
2018,9,1,2,16,144,21,4
2018,9,3,4,16,69,8,2
2018,8,1,5,16,7,1,3
2018,9,3,3,16,145,12,1
2018,8,2,4,16,81,17,2
2018,8,2,3,16,98,21,4
2018,8,4,3,16,126,8,2
2017,9,2,4,16,122,17,2
2018,7,2,4,16,143,10,2
2018,6,3,5,16,145,12,1
2017,8,1,4,16,144,21,4
2018,5,1,5,16,61,16,2
2018,5,1,4,16,116,9,4
2018,5,1,4,16,100,14,3
2018,5,3,5,16,7,1,3
2018,5,1,5,16,62,17,2
2018,5,4,3,16,143,10,2
2018,5,1,5,16,145,12,1
2018,5,3,4,16,7,1,3
2018,4,3,1,16,81,17,2
2018,4,2,2,16,27,12,1
2018,1,3,2,16,67,19,4
2018,3,2,3,16,61,16,2
2017,5,4,5,16,143,10,2
2017,12,4,4,16,7,1,3
2018,2,3,3,16,143,10,2
2017,12,2,4,16,145,12,1
2017,11,1,2,16,109,17,2
2017,10,3,3,16,145,12,1
2017,9,1,3,16,144,21,4
2017,9,1,3,16,144,21,4
2017,9,1,2,16,67,19,4
2017,8,1,3,16,7,1,3
2017,5,1,5,16,123,6,4
2017,6,1,3,16,144,21,4
2017,8,1,4,16,111,19,4
2017,8,1,4,16,144,21,4
2017,7,2,5,16,144,21,4
2017,7,1,5,16,61,16,2
2017,6,3,4,16,7,1,3
2017,6,1,1,16,7,1,3
2017,5,3,3,16,145,12,1
2017,2,3,5,16,122,17,2
2017,2,1,5,16,144,21,4
2017,2,3,5,16,62,17,2
2017,1,1,5,16,61,16,2
2016,12,1,3,16,7,1,3
2016,12,2,5,16,7,1,3
2016,12,3,4,16,62,17,2
2016,11,2,5,16,7,1,3
2016,11,1,4,16,61,16,2
2016,10,1,4,16,38,6,4
2016,8,3,4,16,62,17,2
2016,7,1,3,16,15,21,4
2016,7,2,4,16,145,12,1
2016,5,3,5,16,27,12,1
2016,5,1,4,16,145,12,1
2016,2,3,3,16,145,12,1
2015,12,2,3,16,7,1,3
2015,12,2,2,16,62,17,2
2015,10,3,5,16,62,17,2
2015,10,3,5,16,61,16,2
2015,9,3,5,16,62,17,2
2015,9,1,4,16,145,12,1
2015,4,1,3,16,144,21,4
2014,7,4,4,16,98,21,4
2014,7,2,3,16,7,1,3
2022,7,3,2,16,122,17,2
2021,10,1,5,16,62,17,2
2021,1,1,5,16,62,17,2
2020,12,3,5,16,62,17,2
2020,3,3,3,16,100,14,3
2019,5,3,5,16,48,13,4
2020,2,1,2,16,7,1,3
2020,2,2,4,16,144,21,4
2020,1,1,5,16,144,21,4
2020,1,1,3,16,21,15,1
2020,1,2,5,16,144,21,4
2019,8,2,4,16,70,10,2
2019,12,3,5,16,145,12,1
2019,11,1,4,16,37,10,2
2019,12,2,4,16,122,17,2
2019,12,3,4,16,102,13,4
2019,12,1,5,16,61,16,2
2019,12,2,5,16,7,1,3
2019,11,1,3,16,100,14,3
2019,11,1,5,16,128,16,2
2019,11,1,2,16,116,9,4
2019,11,3,5,16,143,10,2
2019,10,1,5,16,145,12,1
2019,10,3,5,16,145,12,1
2019,10,1,3,16,144,21,4
2019,10,2,5,16,127,19,4
2019,10,1,4,16,144,21,4
2019,10,1,4,16,144,21,4
2019,10,1,4,16,7,1,3
2019,9,1,1,16,7,1,3
2019,9,1,3,16,61,16,2
2019,9,1,5,16,145,12,1
2019,9,1,5,16,144,21,4
2019,9,1,3,16,144,21,4
2019,9,1,4,16,115,6,4
2019,9,1,2,16,145,12,1
2019,9,1,4,16,144,21,4
2019,9,3,2,16,48,13,4
2019,9,1,4,16,145,12,1
2019,9,1,4,16,144,21,4
2019,8,0,5,16,62,17,2
2019,8,4,3,16,145,12,1
2019,8,1,4,16,62,17,2
2019,8,1,4,16,98,21,4
2019,8,1,3,16,122,17,2
2019,8,1,2,16,144,21,4
2019,6,3,5,16,61,16,2
2019,5,4,4,16,144,21,4
2019,7,4,4,16,7,1,3
2019,7,1,5,16,61,16,2
2019,7,1,3,16,7,1,3
2018,9,3,2,16,145,12,1
2019,7,3,3,16,62,17,2
2019,6,3,3,16,61,16,2
2019,6,2,4,16,61,16,2
2019,6,2,4,16,7,1,3
2019,6,1,5,16,144,21,4
2019,5,1,5,16,7,1,3
2019,6,1,3,16,145,12,1
2019,5,2,3,16,69,8,2
2019,4,1,5,16,115,6,4
2019,5,3,5,16,61,16,2
2019,5,1,3,16,144,21,4
2019,5,4,4,16,7,1,3
2019,5,1,4,16,145,12,1
2019,5,1,5,16,144,21,4
2018,9,1,5,16,27,12,1
2019,3,1,2,16,145,12,1
2019,4,2,4,16,7,1,3
2019,5,3,4,16,7,1,3
2019,5,4,5,16,145,12,1
2019,5,1,5,16,43,11,0
2019,4,2,4,16,144,21,4
2019,4,1,3,16,7,1,3
2019,3,3,5,16,144,21,4
2019,4,1,3,16,135,17,2
2019,4,2,3,16,27,12,1
2019,4,1,4,16,122,17,2
2019,4,2,2,16,144,21,4
2019,4,2,5,16,7,1,3
2019,3,1,5,16,139,10,2
2019,4,1,3,16,7,1,3
2019,4,3,3,16,62,17,2
2019,3,2,3,16,144,21,4
2019,3,3,1,16,27,12,1
2018,11,1,4,16,61,16,2
2019,3,1,3,16,145,12,1
2019,3,1,2,16,39,13,4
2019,3,1,2,16,7,1,3
2019,2,3,2,16,27,12,1
2019,1,4,4,16,144,21,4
2019,2,1,4,16,7,1,3
2019,2,1,3,16,144,21,4
2019,2,3,4,16,7,1,3
2019,2,3,4,16,52,6,4
2019,2,2,5,16,81,17,2
2019,2,2,5,16,7,1,3
2019,2,1,3,16,31,8,2
2019,1,1,4,16,127,19,4
2018,8,3,5,16,61,16,2
2019,1,4,3,16,38,6,4
2018,12,1,1,16,7,1,3
2019,1,2,3,16,12,16,2
2018,7,2,4,16,125,18,0
2019,1,1,4,16,100,14,3
2018,6,1,4,16,61,16,2
2018,12,2,4,16,100,14,3
2018,12,2,3,16,7,1,3
2018,12,1,5,16,122,17,2
2018,12,2,5,16,7,1,3
2018,12,2,3,16,82,16,2
2018,12,3,2,16,7,1,3
2018,12,2,3,16,7,1,3
2018,12,1,4,16,61,16,2
2018,11,3,3,16,7,1,3
2018,12,1,5,16,144,21,4
2018,9,1,5,16,124,6,4
2018,11,3,5,16,52,6,4
2018,11,2,2,16,145,12,1
2018,9,3,5,16,145,12,1
2018,10,1,2,16,144,21,4
2018,10,1,3,16,49,21,4
2018,10,1,5,16,145,12,1
2018,10,1,4,16,52,6,4
2018,10,1,4,16,7,1,3
2018,10,3,4,16,143,10,2
2018,10,2,4,16,7,1,3
2018,10,3,2,16,39,13,4
2018,10,2,4,16,7,1,3
2018,9,2,5,16,62,17,2
2018,9,1,2,16,27,12,1
2018,9,2,5,16,7,1,3
2018,9,1,5,16,145,12,1
2018,9,3,4,16,15,21,4
2018,3,4,3,16,102,13,4
2018,9,1,5,16,145,12,1
2018,9,1,3,16,144,21,4
2018,8,1,3,16,43,11,0
2017,12,1,4,16,143,10,2
2018,8,2,4,16,143,10,2
2018,1,3,3,16,110,6,4
2018,8,4,3,16,145,12,1
2017,9,2,5,16,144,21,4
2018,8,2,5,16,145,12,1
2018,8,1,4,16,100,14,3
2018,8,1,4,16,100,14,3
2018,8,3,3,16,61,16,2
2018,7,3,5,16,120,6,4
2018,7,2,4,16,102,13,4
2018,7,1,3,16,144,21,4
2018,7,1,2,16,145,12,1
2018,7,3,3,16,109,17,2
2018,7,2,2,16,27,12,1
2018,7,2,4,16,135,17,2
2018,7,3,4,16,122,17,2
2018,7,2,1,16,131,13,4
2018,7,2,4,16,33,4,1
2018,7,1,5,16,145,12,1
2018,7,2,2,16,100,14,3
2018,7,1,3,16,7,1,3
2018,5,2,4,16,61,16,2
2018,7,3,5,16,61,16,2
2018,6,2,2,16,7,1,3
2018,6,2,5,16,7,1,3
2018,6,1,3,16,31,8,2
2018,5,1,4,16,15,21,4
2018,6,2,4,16,145,12,1
2018,6,2,5,16,61,16,2
2018,4,2,3,16,62,17,2
2017,11,1,3,16,61,16,2
2018,2,1,4,16,62,17,2
2018,6,2,2,16,7,1,3
2018,5,1,4,16,144,21,4
2018,5,1,5,16,144,21,4
2018,5,1,2,16,144,21,4
2018,5,1,5,16,7,1,3
2018,5,2,5,16,61,16,2
2018,5,3,2,16,61,16,2
2018,4,1,3,16,145,12,1
2018,4,2,4,16,125,18,0
2018,3,1,5,16,7,1,3
2018,4,1,2,16,7,1,3
2018,4,1,3,16,7,1,3
2018,4,3,4,16,144,21,4
2018,3,1,4,16,144,21,4
2017,11,3,5,16,144,21,4
2018,4,1,4,16,7,1,3
2017,9,1,1,16,7,1,3
2018,3,1,5,16,145,12,1
2018,2,3,5,16,7,1,3
2018,3,1,3,16,100,14,3
2018,3,1,5,16,7,1,3
2018,2,1,5,16,145,12,1
2018,3,3,5,16,52,6,4
2018,1,3,4,16,62,17,2
2018,2,1,4,16,31,8,2
2018,2,1,5,16,145,12,1
2017,12,2,4,16,61,16,2
2018,1,2,3,16,125,18,0
2017,12,1,4,16,7,1,3
2017,12,1,5,16,110,6,4
2017,11,1,4,16,48,13,4
2017,11,3,4,16,7,1,3
2017,11,1,5,16,144,21,4
2017,11,1,2,16,144,21,4
2017,11,1,4,16,144,21,4
2017,11,3,5,16,135,17,2
2017,10,2,4,16,65,21,4
2017,11,1,3,16,145,12,1
2017,8,2,4,16,144,21,4
2017,10,2,4,16,145,12,1
2017,9,1,3,16,15,21,4
2017,10,4,4,16,27,12,1
2017,10,1,4,16,145,12,1
2017,10,3,3,16,144,21,4
2017,9,2,3,16,23,19,4
2017,9,3,3,16,98,21,4
2017,9,4,5,16,21,15,1
2017,9,3,3,16,31,8,2
2017,8,1,5,16,144,21,4
2017,9,1,5,16,145,12,1
2017,9,1,1,16,111,19,4
2017,9,1,4,16,7,1,3
2017,7,1,3,16,100,14,3
2017,8,1,4,16,144,21,4
2017,9,1,4,16,15,21,4
2017,9,3,4,16,145,12,1
2017,3,1,3,16,67,19,4
2017,9,1,3,16,37,10,2
2017,8,1,4,16,135,17,2
2017,6,1,3,16,145,12,1
2017,8,1,1,16,7,1,3
2017,8,2,1,16,7,1,3
2016,9,1,3,16,7,1,3
2017,8,2,1,16,131,13,4
2017,7,1,3,16,100,14,3
2017,2,1,5,16,145,12,1
2017,7,1,5,16,144,21,4
2017,8,2,4,16,144,21,4
2017,7,1,5,16,61,16,2
2017,5,4,4,16,22,17,2
2017,6,3,3,16,145,12,1
2017,7,2,4,16,144,21,4
2016,8,1,5,16,61,16,2
2017,6,1,5,16,81,17,2
2017,6,1,4,16,7,1,3
2017,7,2,4,16,62,17,2
2017,7,1,4,16,144,21,4
2017,6,4,4,16,51,9,4
2017,6,3,5,16,145,12,1
2017,6,3,5,16,7,1,3
2016,11,1,5,16,7,1,3
2017,6,3,3,16,31,8,2
2017,5,4,3,16,144,21,4
2017,6,1,4,16,31,8,2
2017,6,1,5,16,98,21,4
2017,6,1,5,16,145,12,1
2017,5,2,4,16,61,16,2
2017,6,3,3,16,144,21,4
2017,5,1,5,16,7,1,3
2017,5,2,5,16,145,12,1
2017,5,1,5,16,144,21,4
2017,5,1,4,16,144,21,4
2017,5,1,5,16,61,16,2
2017,5,1,5,16,7,1,3
2016,8,3,3,16,7,1,3
2017,3,3,3,16,144,21,4
2017,5,2,1,16,7,1,3
2017,5,1,5,16,144,21,4
2017,5,4,5,16,145,12,1
2017,5,3,5,16,145,12,1
2017,4,1,5,16,145,12,1
2017,4,1,2,16,109,17,2
2017,4,1,5,16,100,14,3
2017,4,1,3,16,7,1,3
2017,4,2,4,16,7,1,3
2017,4,2,4,16,118,10,2
2017,4,2,3,16,65,21,4
2017,4,1,5,16,67,19,4
2017,4,3,4,16,122,17,2
2017,3,4,5,16,145,12,1
2017,3,1,4,16,7,1,3
2016,8,2,5,16,27,12,1
2017,2,1,4,16,144,21,4
2016,12,4,5,16,87,12,1
2017,1,1,3,16,144,21,4
2017,3,1,4,16,144,21,4
2017,3,4,4,16,49,21,4
2017,3,1,3,16,7,1,3
2017,2,2,5,16,62,17,2
2017,3,1,3,16,144,21,4
2017,3,1,4,16,145,12,1
2017,3,1,3,16,145,12,1
2017,3,2,4,16,125,18,0
2017,3,1,4,16,122,17,2
2017,2,3,5,16,7,1,3
2016,10,3,4,16,27,12,1
2016,8,3,4,16,62,17,2
2016,10,1,4,16,144,21,4
2016,12,3,4,16,145,12,1
2017,1,1,4,16,7,1,3
2017,1,2,5,16,90,5,2
2016,12,2,4,16,61,16,2
2017,1,2,5,16,7,1,3
2017,1,2,3,16,81,17,2
2017,1,1,5,16,7,1,3
2016,10,1,3,16,61,16,2
2016,12,2,4,16,61,16,2
2016,12,3,3,16,7,1,3
2016,12,2,4,16,31,8,2
2016,12,3,3,16,31,8,2
2016,12,3,4,16,109,17,2
2016,11,1,4,16,61,16,2
2016,11,1,5,16,7,1,3
2016,11,1,4,16,145,12,1
2016,11,1,5,16,43,11,0
2016,10,1,5,16,144,21,4
2016,11,1,1,16,144,21,4
2016,11,3,5,16,7,1,3
2016,10,3,5,16,144,21,4
2016,10,2,5,16,81,17,2
2016,10,1,5,16,109,17,2
2016,10,1,4,16,83,19,4
2016,10,1,3,16,145,12,1
2016,9,4,5,16,145,12,1
2016,9,1,3,16,139,10,2
2016,10,1,3,16,52,6,4
2016,9,1,3,16,145,12,1
2016,9,2,4,16,7,1,3
2016,9,1,4,16,144,21,4
2016,9,1,4,16,144,21,4
2016,9,1,4,16,127,19,4
2016,9,4,4,16,145,12,1
2016,9,2,3,16,7,1,3
2016,8,1,3,16,61,16,2
2016,9,1,4,16,144,21,4
2016,7,3,3,16,144,21,4
2016,8,4,3,16,122,17,2
2016,8,1,4,16,52,6,4
2016,8,1,5,16,144,21,4
2015,10,2,1,16,62,17,2
2016,8,1,5,16,144,21,4
2016,8,1,5,16,31,8,2
2016,8,1,5,16,7,1,3
2016,7,2,4,16,125,18,0
2016,7,4,4,16,145,12,1
2016,7,2,4,16,39,13,4
2016,7,2,4,16,7,1,3
2016,7,1,4,16,7,1,3
2016,6,1,4,16,63,10,2
2016,7,1,4,16,98,21,4
2016,7,1,4,16,122,17,2
2016,6,3,3,16,143,10,2
2016,6,2,4,16,7,1,3
2016,6,2,5,16,7,1,3
2016,6,1,3,16,144,21,4
2016,5,1,5,16,122,17,2
2016,6,0,4,16,62,17,2
2016,5,3,5,16,145,12,1
2016,6,3,4,16,122,17,2
2016,6,2,4,16,122,17,2
2016,4,2,5,16,7,1,3
2016,4,2,4,16,61,16,2
2016,5,1,4,16,7,1,3
2016,5,2,4,16,7,1,3
2016,5,3,5,16,7,1,3
2016,4,1,4,16,135,17,2
2016,5,2,5,16,145,12,1
2016,5,3,5,16,7,1,3
2016,4,1,5,16,122,17,2
2016,4,3,5,16,68,2,1
2016,4,1,4,16,7,1,3
2016,4,3,5,16,62,17,2
2016,4,1,5,16,145,12,1
2016,3,3,3,16,7,1,3
2016,3,2,4,16,31,8,2
2016,2,1,4,16,139,10,2
2016,3,1,4,16,145,12,1
2016,2,2,3,16,7,1,3
2016,2,0,4,16,62,17,2
2016,2,1,4,16,31,8,2
2015,8,3,3,16,62,17,2
2016,2,3,3,16,145,12,1
2016,1,4,5,16,133,8,2
2016,1,1,4,16,145,12,1
2016,1,3,5,16,52,6,4
2016,1,4,5,16,122,17,2
2016,1,2,5,16,62,17,2
2016,1,3,3,16,7,1,3
2016,1,1,4,16,62,17,2
2016,1,2,4,16,144,21,4
2016,1,4,3,16,7,1,3
2015,12,4,5,16,15,21,4
2015,12,1,5,16,87,12,1
2015,11,3,4,16,62,17,2
2015,9,3,5,16,144,21,4
2015,8,0,5,16,55,19,4
2015,10,1,5,16,23,19,4
2015,10,1,4,16,39,13,4
2015,9,2,5,16,100,14,3
2015,9,1,5,16,7,1,3
2015,9,1,4,16,122,17,2
2015,9,3,5,16,122,17,2
2015,9,4,4,16,122,17,2
2015,8,1,5,16,52,6,4
2015,8,3,5,16,7,1,3
2015,8,1,4,16,145,12,1
2015,8,4,5,16,135,17,2
2015,8,1,5,16,65,21,4
2015,7,3,5,16,7,1,3
2015,7,1,4,16,7,1,3
2015,7,2,4,16,98,21,4
2015,7,1,4,16,122,17,2
2015,5,3,5,16,122,17,2
2015,6,4,3,16,62,17,2
2015,6,1,5,16,144,21,4
2015,5,1,3,16,81,17,2
2015,5,1,3,16,122,17,2
2015,5,1,5,16,7,1,3
2015,3,3,3,16,144,21,4
2014,12,1,4,16,145,12,1
2015,1,1,4,16,81,17,2
2014,12,2,4,16,7,1,3
2014,12,2,3,16,41,17,2
2014,11,1,3,16,144,21,4
2014,10,1,4,16,127,19,4
2014,3,1,4,16,7,1,3
2014,2,2,4,16,7,1,3
2013,7,4,2,16,31,8,2
2022,10,2,4,16,52,6,4
2022,9,3,3,16,100,14,3
2022,7,1,5,16,61,16,2
2022,5,1,3,16,61,16,2
2022,4,1,5,16,144,21,4
2021,5,3,4,16,145,12,1
2019,12,2,5,16,49,21,4
2020,3,4,5,16,48,13,4
2020,3,3,2,16,81,17,2
2020,2,1,5,16,144,21,4
2020,2,1,5,16,15,21,4
2020,1,2,3,16,7,1,3
2019,12,2,5,16,61,16,2
2019,2,1,2,16,127,19,4
2020,1,3,4,16,144,21,4
2020,1,0,4,16,62,17,2
2020,1,1,5,16,125,18,0
2019,10,3,4,16,67,19,4
2019,12,2,4,16,61,16,2
2019,12,1,5,16,7,1,3
2019,12,2,5,16,31,8,2
2019,1,1,5,16,61,16,2
2019,12,3,4,16,7,1,3
2019,11,3,5,16,7,1,3
2019,10,4,4,16,145,12,1
2019,11,4,2,16,144,21,4
2019,11,1,4,16,66,10,2
2019,11,1,2,16,7,1,3
2019,11,2,3,16,7,1,3
2019,10,1,5,16,7,1,3
2019,11,3,4,16,145,12,1
2019,11,1,3,16,7,1,3
2019,11,1,5,16,51,9,4
2019,10,2,4,16,39,13,4
2019,11,2,3,16,52,6,4
2019,10,3,3,16,132,6,4
2019,10,3,3,16,144,21,4
2019,10,1,4,16,144,21,4
2019,10,4,5,16,7,1,3
2019,10,2,4,16,122,17,2
2019,10,1,5,16,144,21,4
2019,10,1,5,16,145,12,1
2019,9,1,1,16,144,21,4
2019,10,1,4,16,61,16,2
2019,10,3,4,16,61,16,2
2019,10,1,5,16,144,21,4
2019,10,3,4,16,7,1,3
2019,10,1,4,16,115,6,4
2019,10,1,4,16,98,21,4
2019,9,3,3,16,122,17,2
2019,9,1,3,16,144,21,4
2019,9,1,5,16,144,21,4
2019,9,1,3,16,7,1,3
2019,9,0,5,16,62,17,2
2019,9,1,3,16,7,1,3
2019,9,1,1,16,52,6,4
2019,9,3,4,16,100,14,3
2019,9,1,5,16,144,21,4
2019,9,1,5,16,144,21,4
2019,9,1,3,16,144,21,4
2019,9,3,4,16,7,1,3
2019,9,1,5,16,144,21,4
2019,8,1,2,16,145,12,1
2019,9,1,1,16,144,21,4
2019,8,3,3,16,7,1,3
2019,8,2,5,16,144,21,4
2019,9,1,5,16,77,10,2
2019,8,2,4,16,62,17,2
2019,9,1,5,16,7,1,3
2019,8,2,3,16,7,1,3
2019,8,2,2,16,62,17,2
2019,8,3,4,16,144,21,4
2019,8,4,3,16,7,1,3
2019,8,2,5,16,144,21,4
2019,8,2,4,16,7,1,3
2019,8,3,3,16,144,21,4
2018,9,3,4,16,109,17,2
2019,8,3,4,16,149,17,2
2019,8,1,5,16,144,21,4
2019,8,2,5,16,122,17,2
2019,8,1,3,16,132,6,4
2019,8,1,2,16,143,10,2
2019,8,2,4,16,127,19,4
2019,8,1,1,16,144,21,4
2019,7,1,5,16,145,12,1
2019,7,2,4,16,144,21,4
2019,6,3,5,16,7,1,3
2019,7,3,2,16,7,1,3
2019,7,1,4,16,145,12,1
2019,5,2,4,16,61,16,2
2019,7,2,2,16,145,12,1
2019,7,1,4,16,145,12,1
2019,7,1,4,16,143,10,2
2019,7,3,5,16,7,1,3
2019,7,2,4,16,144,21,4
2019,7,1,4,16,100,14,3
2019,7,3,3,16,7,1,3
2019,7,2,4,16,22,17,2
2019,6,1,5,16,7,1,3
2019,7,2,5,16,7,1,3
2019,7,2,3,16,100,14,3
2019,6,2,5,16,144,21,4
2019,6,2,3,16,7,1,3
2019,5,1,4,16,61,16,2
2019,6,1,3,16,144,21,4
2019,6,1,4,16,61,16,2
2019,3,1,3,16,7,1,3
2019,6,2,4,16,122,17,2
2019,6,3,3,16,144,21,4
2019,6,2,5,16,7,1,3
2019,6,4,3,16,62,17,2
2019,6,2,2,16,125,18,0
2019,6,4,3,16,144,21,4
2019,6,1,3,16,145,12,1
2019,6,3,5,16,61,16,2
2019,6,1,3,16,100,14,3
2019,6,1,2,16,144,21,4
2019,6,3,5,16,144,21,4
2019,6,3,4,16,7,1,3
2019,6,2,5,16,145,12,1
2019,5,1,5,16,7,1,3
2019,3,1,3,16,7,1,3
2019,5,1,5,16,62,17,2
2019,6,0,5,16,62,17,2
2019,5,1,4,16,62,17,2
2019,5,1,5,16,144,21,4
2019,5,1,4,16,100,14,3
2019,5,2,3,16,145,12,1
2019,3,2,4,16,61,16,2
2019,5,1,2,16,7,1,3
2018,6,3,3,16,7,1,3
2019,5,1,3,16,145,12,1
2019,5,1,5,16,63,10,2
2019,5,1,5,16,7,1,3
2019,5,3,4,16,61,16,2
2019,5,1,4,16,7,1,3
2019,5,1,5,16,61,16,2
2019,5,1,3,16,144,21,4
2019,5,1,3,16,144,21,4
2019,5,1,5,16,7,1,3
2019,5,3,3,16,125,18,0
2019,5,1,4,16,144,21,4
2019,5,3,4,16,144,21,4
2019,4,4,3,16,39,13,4
2019,5,1,2,16,7,1,3
2019,5,1,3,16,7,1,3
2019,5,3,5,16,143,10,2
2019,5,3,3,16,145,12,1
2019,5,1,3,16,7,1,3
2019,5,2,5,16,43,11,0
2019,5,3,3,16,27,12,1
2019,3,1,3,16,7,1,3
2019,4,1,4,16,7,1,3
2019,4,1,5,16,144,21,4
2019,4,1,5,16,7,1,3
2019,4,1,4,16,144,21,4
2019,4,2,1,16,7,1,3
2019,4,1,5,16,7,1,3
2019,4,2,3,16,145,12,1
2019,4,1,4,16,62,17,2
2019,4,2,4,16,39,13,4
2019,4,2,5,16,144,21,4
2019,3,1,3,16,109,17,2
2019,4,3,5,16,7,1,3
2019,4,3,3,16,27,12,1
2019,4,2,1,16,7,1,3
2019,4,2,2,16,109,17,2
2019,4,1,5,16,144,21,4
2019,4,2,4,16,7,1,3
2019,4,1,5,16,145,12,1
2019,3,1,2,16,144,21,4
2019,4,2,3,16,7,1,3
2019,4,1,4,16,61,16,2
2018,10,1,4,16,100,14,3
2019,3,1,3,16,144,21,4
2019,4,4,5,16,143,10,2
2019,4,1,3,16,144,21,4
2019,4,2,3,16,144,21,4
2019,4,1,3,16,12,16,2
2019,4,4,5,16,7,1,3
2019,4,3,5,16,144,21,4
2019,4,3,5,16,7,1,3
2019,4,3,3,16,7,1,3
2019,3,2,4,16,73,10,2
2019,4,4,3,16,144,21,4
2019,4,1,2,16,145,12,1
2019,3,1,2,16,145,12,1
2019,3,2,5,16,61,16,2
2019,3,1,4,16,144,21,4
2019,3,3,2,16,98,21,4
2019,3,2,4,16,144,21,4
2019,3,1,5,16,145,12,1
2019,3,1,4,16,61,16,2
2019,3,3,4,16,7,1,3
2019,3,4,3,16,31,8,2
2019,3,1,4,16,145,12,1
2019,3,1,4,16,27,12,1
2019,2,3,5,16,145,12,1
2019,3,4,4,16,49,21,4
2019,2,3,3,16,27,12,1
2019,3,1,4,16,144,21,4
2019,2,2,5,16,125,18,0
2019,2,1,4,16,135,17,2
2019,2,4,5,16,100,14,3
2018,11,3,3,16,145,12,1
2019,2,1,4,16,144,21,4
2019,2,1,3,16,98,21,4
2019,2,2,5,16,62,17,2
2019,2,3,5,16,7,1,3
2019,2,1,3,16,61,16,2
2019,2,1,3,16,144,21,4
2019,1,1,3,16,98,21,4
2019,2,2,4,16,128,16,2
2019,1,1,4,16,145,12,1
2019,1,4,2,16,62,17,2
2019,2,1,4,16,47,14,3
2019,2,1,5,16,27,12,1
2019,2,1,3,16,7,1,3
2018,12,2,4,16,122,17,2
2019,2,1,4,16,100,14,3
2019,1,1,4,16,62,17,2
2019,1,2,5,16,7,1,3
2019,2,1,2,16,7,1,3
2018,12,3,5,16,62,17,2
2019,1,1,5,16,144,21,4
2018,8,2,3,16,145,12,1
2019,1,1,4,16,55,19,4
2018,12,2,3,16,48,13,4
2019,1,2,5,16,145,12,1
2019,1,2,4,16,23,19,4
2019,1,0,5,16,62,17,2
2019,1,2,5,16,62,17,2
2019,1,3,5,16,49,21,4
2019,1,1,4,16,7,1,3
2019,1,1,5,16,145,12,1
2018,12,2,3,16,27,12,1
2019,1,1,4,16,144,21,4
2018,2,4,4,16,61,16,2
2019,1,1,5,16,144,21,4
2019,1,1,5,16,73,10,2
2019,1,2,5,16,62,17,2
2018,12,3,3,16,21,15,1
2019,1,2,3,16,7,1,3
2018,12,1,4,16,61,16,2
2018,12,4,5,16,27,12,1
2019,1,2,4,16,27,12,1
2019,1,1,3,16,144,21,4
2019,1,1,5,16,145,12,1
2019,1,1,5,16,7,1,3
2019,1,1,3,16,15,21,4
2019,1,2,4,16,7,1,3
2018,12,3,4,16,73,10,2
2019,1,3,2,16,30,15,1
2018,12,3,5,16,61,16,2
2019,1,1,3,16,7,1,3
2019,1,2,4,16,144,21,4
2019,1,1,5,16,113,10,2
2019,1,1,5,16,7,1,3
2018,12,1,5,16,62,17,2
2019,1,2,3,16,31,8,2
2018,12,1,3,16,125,18,0
2019,1,3,2,16,62,17,2
2019,1,1,3,16,69,8,2
2018,12,1,3,16,27,12,1
2018,11,3,4,16,7,1,3
2018,11,1,2,16,144,21,4
2018,12,3,4,16,145,12,1
2018,12,2,3,16,69,8,2
2018,12,1,4,16,7,1,3
2018,12,1,2,16,39,13,4
2018,12,3,2,16,62,17,2
2018,12,2,4,16,7,1,3
2018,12,1,5,16,62,17,2
2018,12,3,2,16,131,13,4
2018,12,1,5,16,62,17,2
2018,12,1,4,16,7,1,3
2018,5,1,5,16,43,11,0
2018,12,1,5,16,144,21,4
2018,12,2,3,16,7,1,3
2018,10,3,4,16,62,17,2
2018,12,3,5,16,7,1,3
2018,12,1,4,16,144,21,4
2018,12,1,4,16,27,12,1
2018,11,1,3,16,145,12,1
2018,9,2,5,16,52,6,4
2018,12,1,5,16,145,12,1
2018,12,3,5,16,143,10,2
2018,11,3,5,16,7,1,3
2018,11,1,5,16,144,21,4
2018,11,1,4,16,122,17,2
2018,11,1,4,16,145,12,1
2018,6,3,3,16,145,12,1
2018,11,1,4,16,100,14,3
2018,11,4,3,16,145,12,1
2018,11,1,5,16,88,19,4
2018,10,1,3,16,27,12,1
2018,11,1,4,16,7,1,3
2018,10,1,4,16,7,1,3
2018,10,1,5,16,7,1,3
2018,11,1,3,16,7,1,3
2018,11,3,3,16,100,14,3
2018,11,1,3,16,144,21,4
2018,11,1,4,16,144,21,4
2018,11,3,3,16,7,1,3
